customer_id,name,city,signup_date
379,Vivaan Khan,Mumbai,24-04-2023
380,Krish Verma,Hyderabad,23-11-2022
381,Saanvi Nair,Hyderabad,13-03-2022
382,Krish Iyer,Pune,11-01-2022
383,Ritika Sharma,Kolkata,10-05-2020
384,Saanvi Verma,Pune,19-10-2022
385,Krish Reddy,Pune,23-09-2021
386,Advait Reddy,Pune,06-01-2024
387,Krish Reddy,Pune,17-04-2022
388,Navya Verma,Pune,28-01-2022
389,Ishaan Patel,Delhi,26-12-2023
390,Ishaan Patel,Hyderabad,04-12-2021
391,Krish Verma,Pune,11-05-2021
392,Kabir Singh,Hyderabad,27-11-2023
393,Arjun Verma,Hyderabad,18-11-2020
394,Aarav Gupta,Bangalore,18-05-2023
395,Nisha Nair,Delhi,06-09-2021
396,Aadhya Patel,Pune,24-11-2020
397,Saanvi Gupta,Chennai,27-10-2023
398,Nisha Sharma,Mumbai,23-01-2024
399,Aarav Reddy,Kolkata,12-05-2020
400,Krish Iyer,Chennai,14-04-2022
401,Nisha Singh,Delhi,12-10-2021
402,Ishaan Gupta,Mumbai,30-04-2020
403,Nisha Iyer,Delhi,28-08-2021
404,Meera Khan,Hyderabad,15-01-2024
405,Navya Reddy,Mumbai,22-08-2022
406,Ira Gupta,Hyderabad,08-05-2020
407,Rohan Singh,Chennai,19-01-2023
408,Krish Das,Chennai,15-06-2024
409,Vihaan Nair,Mumbai,17-05-2024
410,Aadhya Gupta,Mumbai,29-01-2020
411,Rohan Sharma,Pune,22-12-2021
412,Advait Nair,Delhi,27-03-2024
413,Saanvi Reddy,Pune,28-11-2020
414,Rohan Patel,Delhi,13-08-2023
415,Ishaan Singh,Pune,27-02-2023
416,Ishaan Singh,Hyderabad,09-08-2023
417,Ira Das,Mumbai,11-04-2023
418,Ananya Nair,Chennai,09-10-2024
419,Diya Singh,Delhi,01-08-2022
420,Ira Reddy,Delhi,13-11-2022
421,Vivaan Khan,Chennai,27-01-2023
422,Vihaan Singh,Pune,30-11-2023
423,Ishaan Das,Delhi,21-12-2020
424,Advait Gupta,Kolkata,18-05-2020
425,Arjun Das,Hyderabad,06-03-2024
426,Saanvi Singh,Mumbai,12-04-2023
427,Diya Singh,Chennai,29-01-2020
428,Reyansh Sharma,Mumbai,19-07-2022
429,Reyansh Khan,Kolkata,10-05-2021
430,Ishaan Verma,Delhi,10-10-2022
431,Aadhya Verma,Delhi,16-10-2021
432,Krish Patel,Kolkata,07-04-2022
433,Vivaan Nair,Chennai,16-12-2020
434,Navya Sharma,Hyderabad,07-07-2021
435,Krish Singh,Bangalore,25-10-2020
436,Vivaan Das,Chennai,09-10-2024
437,Aadhya Reddy,Bangalore,30-04-2023
438,Myra Patel,Kolkata,22-08-2024
439,Ishaan Verma,Pune,04-03-2020
440,Ira Patel,Bangalore,24-01-2022
441,Diya Sharma,Hyderabad,08-02-2022
442,Saanvi Patel,Pune,14-08-2024
443,Meera Gupta,Bangalore,23-05-2023
444,Myra Sharma,Kolkata,13-04-2022
445,Diya Iyer,Pune,14-06-2020
446,Kabir Sharma,Kolkata,15-04-2024
447,Meera Reddy,Bangalore,09-06-2023
448,Vivaan Sharma,Kolkata,22-12-2024
449,Krish Gupta,Hyderabad,13-04-2024
450,Arjun Nair,Bangalore,03-05-2023
451,Navya Iyer,Bangalore,20-05-2021
452,Ananya Patel,Bangalore,19-09-2023
453,Reyansh Nair,Chennai,26-11-2024
454,Arjun Nair,Chennai,03-03-2022
455,Rohan Patel,Chennai,20-08-2023
456,Arjun Verma,Hyderabad,12-04-2022
457,Ira Reddy,Pune,31-12-2023
458,Aadhya Verma,Kolkata,08-09-2023
459,Navya Reddy,Delhi,05-03-2024
460,Ira Reddy,Bangalore,07-05-2022
461,Aadhya Verma,Kolkata,17-11-2023
462,Diya Nair,Bangalore,16-03-2022
463,Vihaan Singh,Hyderabad,10-06-2024
464,Ritika Patel,Bangalore,18-03-2023
465,Arjun Iyer,Chennai,30-01-2022
466,Arjun Reddy,Delhi,12-04-2022
467,Advait Reddy,Mumbai,29-11-2023
468,Navya Verma,Bangalore,09-10-2020
469,Navya Khan,Kolkata,17-10-2023
470,Myra Reddy,Chennai,13-01-2021
471,Ishaan Khan,Mumbai,16-07-2020
472,Advait Patel,Delhi,11-10-2022
473,Arjun Reddy,Mumbai,20-10-2022
474,Vivaan Patel,Chennai,09-07-2021
475,Meera Verma,Pune,21-12-2020
476,Diya Verma,Pune,12-04-2024
477,Aadhya Verma,Mumbai,23-12-2023
478,Ira Singh,Hyderabad,06-11-2022
479,Kabir Reddy,Kolkata,30-09-2021
480,Ritika Nair,Kolkata,13-01-2021
481,Ritika Gupta,Mumbai,10-11-2021
482,Navya Reddy,Bangalore,20-05-2021
483,Vihaan Singh,Bangalore,14-11-2024
484,Ishaan Singh,Kolkata,17-06-2022
485,Navya Reddy,Kolkata,16-03-2020
486,Navya Reddy,Pune,18-08-2020
487,Nisha Das,Hyderabad,05-10-2024
488,Navya Das,Chennai,19-08-2022
489,Aarav Gupta,Bangalore,25-06-2023
490,Aadhya Khan,Kolkata,28-10-2020
491,Advait Singh,Pune,26-12-2021
492,Nisha Iyer,Delhi,02-08-2020
493,Reyansh Patel,Pune,27-03-2023
494,Rohan Khan,Bangalore,09-03-2020
495,Aadhya Sharma,Bangalore,27-01-2021
496,Ishaan Reddy,Pune,13-01-2023
497,Kabir Patel,Chennai,23-09-2020
498,Saanvi Iyer,Mumbai,28-12-2022
499,Ira Patel,Bangalore,02-09-2021
500,Vihaan Iyer,Pune,02-10-2023
501,Vivaan Singh,Kolkata,05-10-2022
502,Aarav Verma,Pune,19-08-2022
503,Myra Patel,Hyderabad,28-12-2021
504,Krish Patel,Mumbai,03-11-2021
505,Reyansh Verma,Delhi,26-02-2021
506,Arjun Singh,Chennai,17-06-2024
507,Nisha Sharma,Delhi,12-04-2023
508,Nisha Reddy,Mumbai,27-08-2024
509,Saanvi Patel,Mumbai,24-04-2020
510,Saanvi Singh,Mumbai,07-08-2020
511,Nisha Nair,Delhi,31-01-2020
512,Ira Das,Kolkata,26-03-2024
513,Ishaan Reddy,Mumbai,28-09-2023
514,Ishaan Iyer,Pune,01-11-2023
515,Nisha Verma,Delhi,27-02-2023
516,Kabir Iyer,Mumbai,08-09-2021
517,Saanvi Sharma,Pune,22-06-2021
518,Rohan Reddy,Kolkata,08-01-2022
519,Vihaan Khan,Hyderabad,22-10-2022
520,Navya Sharma,Kolkata,20-05-2022
521,Nisha Das,Mumbai,10-04-2020
522,Meera Gupta,Delhi,05-04-2024
523,Myra Reddy,Bangalore,17-12-2022
524,Saanvi Khan,Mumbai,13-11-2023
525,Ishaan Das,Bangalore,22-11-2021
526,Saanvi Patel,Pune,29-07-2022
527,Vihaan Sharma,Hyderabad,06-12-2020
528,Ritika Das,Chennai,10-05-2022
529,Saanvi Nair,Kolkata,09-11-2022
530,Reyansh Das,Hyderabad,02-07-2023
531,Kabir Gupta,Mumbai,02-09-2023
532,Nisha Das,Bangalore,07-02-2020
533,Krish Nair,Kolkata,21-10-2021
534,Vihaan Patel,Bangalore,09-04-2024
535,Navya Khan,Delhi,10-11-2023
536,Vivaan Iyer,Bangalore,14-07-2024
537,Arjun Reddy,Delhi,16-07-2022
538,Krish Verma,Pune,15-11-2022
539,Ira Iyer,Kolkata,29-03-2021
540,Arjun Singh,Kolkata,31-08-2024
541,Ananya Sharma,Chennai,08-09-2023
542,Navya Khan,Mumbai,06-01-2022
543,Ananya Verma,Delhi,16-03-2024
544,Vivaan Patel,Chennai,29-03-2022
545,Rohan Nair,Bangalore,11-02-2022
546,Kabir Nair,Bangalore,13-01-2020
547,Diya Verma,Chennai,03-07-2022
548,Ishaan Reddy,Kolkata,02-05-2024
549,Nisha Nair,Bangalore,09-07-2022
550,Reyansh Iyer,Pune,04-04-2022
551,Vivaan Verma,Pune,05-01-2021
552,Rohan Gupta,Chennai,07-08-2023
553,Aadhya Gupta,Delhi,27-11-2020
554,Aarav Khan,Delhi,17-06-2024
555,Saanvi Patel,Chennai,17-09-2020
556,Ananya Reddy,Delhi,18-12-2024
557,Ira Nair,Kolkata,13-05-2023
558,Meera Patel,Kolkata,27-11-2021
559,Arjun Patel,Delhi,17-11-2021
560,Ishaan Singh,Pune,07-08-2022
561,Ira Iyer,Delhi,21-01-2021
562,Ritika Verma,Kolkata,31-03-2022
563,Saanvi Singh,Hyderabad,12-04-2021
564,Ritika Sharma,Mumbai,09-12-2023
565,Myra Sharma,Bangalore,09-03-2020
566,Vihaan Nair,Hyderabad,04-02-2024
567,Myra Iyer,Delhi,01-02-2023
568,Aarav Khan,Pune,16-11-2024
569,Ritika Singh,Chennai,30-03-2023
570,Ishaan Nair,Delhi,18-07-2020
571,Ritika Gupta,Pune,03-08-2020
572,Ritika Iyer,Mumbai,30-07-2020
573,Navya Das,Delhi,22-05-2021
574,Nisha Reddy,Kolkata,16-01-2020
575,Nisha Gupta,Chennai,01-03-2024
576,Rohan Iyer,Pune,02-06-2022
577,Vivaan Das,Pune,27-11-2020
578,Aadhya Sharma,Pune,17-12-2021
579,Meera Nair,Mumbai,04-07-2021
580,Ishaan Gupta,Delhi,12-06-2024
581,Vihaan Das,Mumbai,30-07-2022
582,Kabir Sharma,Bangalore,12-09-2020
583,Aadhya Reddy,Bangalore,18-09-2022
584,Reyansh Singh,Delhi,24-11-2024
585,Ananya Singh,Kolkata,28-12-2021
586,Krish Nair,Mumbai,29-05-2022
587,Ritika Khan,Chennai,25-03-2022
588,Diya Reddy,Pune,10-04-2023
589,Ira Singh,Pune,10-10-2021
590,Meera Das,Delhi,26-09-2022
591,Ishaan Gupta,Kolkata,01-03-2024
592,Ira Reddy,Bangalore,15-04-2021
593,Nisha Reddy,Bangalore,08-11-2023
594,Navya Verma,Pune,20-11-2021
595,Vivaan Iyer,Delhi,31-05-2024
596,Vivaan Iyer,Mumbai,30-11-2021
597,Vihaan Das,Bangalore,21-05-2021
598,Myra Nair,Mumbai,18-09-2022
599,Vivaan Singh,Kolkata,06-10-2022
600,Vivaan Das,Bangalore,30-03-2024
601,Kabir Singh,Bangalore,14-03-2022
602,Kabir Verma,Hyderabad,10-04-2022
603,Meera Singh,Bangalore,10-09-2023
604,Nisha Gupta,Chennai,01-08-2020
605,Ananya Sharma,Delhi,16-05-2023
606,Ishaan Iyer,Delhi,17-06-2020
607,Krish Das,Mumbai,15-09-2023
608,Ananya Verma,Kolkata,27-07-2023
609,Reyansh Patel,Bangalore,04-09-2022
610,Kabir Singh,Chennai,21-08-2023
